"";"nom";"prenom";"club";"saison";"pays";"competition";"nationalite";"link"
"1121";"Terblanche";"Stefan";"Ospreys";"05/06";"Pays de Galles";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1443.html"
"1122";"Havili";"Aisea";"Scarlets";"05/06";"Pays de Galles";"Ligue Celtique";"Tonga";"http://www.itsrugby.fr/joueur_1445.html"
"1123";"Van der Linde";"CJ";"Leinster";"08/09";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1702.html"
"1124";"de Villiers";"Jean";"Munster";"09/10";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1706.html"
"1125";"Januarie";"Enrico";"Ospreys";"08/09";"Pays de Galles";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1711.html"
"1126";"Collins";"Jerry";"Ospreys";"09/10";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1721.html"
"1127";"Howlett";"Doug";"Munster";"07/08";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1724.html"
"1128";"Marshall";"Justin";"Ospreys";"06/07";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1732.html"
"1129";"Muliaina";"Mils";"Connacht";"14/15";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1735.html"
"1130";"Chavhanga";"Tonderai";"Newport Gwent Dragons";"11/12";"Pays de Galles";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1810.html"
"1131";"Whitaker";"Chris";"Leinster";"06/07";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_1878.html"
"1132";"Lyons";"David";"Scarlets";"08/09";"Pays de Galles";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_1879.html"
"1133";"Elsom";"Rocky";"Leinster";"08/09";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_1881.html"
"1134";"Chisholm";"Mark";"Munster";"15/16";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_1883.html"
"1135";"Va'a";"Justin";"Glasgow Warriors";"06/07";"Ecosse";"Rabodirect PRO12";"Samoa";"http://www.itsrugby.fr/joueur_1894.html"
"1136";"Fa'atau";"Lome";"Glasgow Warriors";"07/08";"Ecosse";"Rabodirect PRO12";"Samoa";"http://www.itsrugby.fr/joueur_1902.html"
"1137";"Cashmore";"Adrian";"Ospreys";"05/06";"Pays de Galles";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1910.html"
"1138";"Upton";"Bernie";"Connacht";"09/10";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1920.html"
"1139";"Castle";"Ben";"Newport Gwent Dragons";"09/10";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1922.html"
"1140";"Lutui";"Aleki";"Edinburgh Rugby";"13/14";"Ecosse";"Rabodirect PRO12";"Tonga";"http://www.itsrugby.fr/joueur_1923.html"
"1141";"Filise";"Taufa'ao";"Cardiff Blues";"06/07";"Pays de Galles";"Rabodirect PRO12";"Tonga";"http://www.itsrugby.fr/joueur_1925.html"
"1142";"Mafi";"Lifeimi";"Munster";"06/07";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1931.html"
"1143";"Tito";"Paul";"Cardiff Blues";"07/08";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1937.html"
"1144";"Gopperth";"Jimmy";"Leinster";"13/14";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1950.html"
"1145";"Schwalger";"Mahonri";"Scarlets";"07/08";"Pays de Galles";"Rabodirect PRO12";"Samoa";"http://www.itsrugby.fr/joueur_1958.html"
"1146";"Lee";"Danny";"Newport Gwent Dragons";"09/10";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1970.html"
"1147";"Webb";"Grant";"Ulster";"07/08";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1971.html"
"1148";"Levi";"Filipo";"Ospreys";"08/09";"Pays de Galles";"Rabodirect PRO12";"Samoa";"http://www.itsrugby.fr/joueur_1975.html"
"1149";"Dunlea";"Craig";"Scarlets";"05/06";"Pays de Galles";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1977.html"
"1150";"Tuqiri";"Lote";"Leinster";"13/14";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_1982.html"
"1151";"T-Pole";"Hale";"Ospreys";"07/08";"Pays de Galles";"Rabodirect PRO12";"Tonga";"http://www.itsrugby.fr/joueur_1995.html"
"1152";"McDonald";"Hoani";"Newport Gwent Dragons";"08/09";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1998.html"
"1153";"Holah";"Marty";"Ospreys";"07/08";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2006.html"
"1154";"Flynn";"Corey";"Glasgow Warriors";"16/17";"Ecosse";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2007.html"
"1155";"Laulala";"Casey";"Cardiff Blues";"09/10";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2012.html"
"1156";"Harding";"Sam";"Ulster";"06/07";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2015.html"
"1157";"Nutbrown";"Jamie";"Ospreys";"08/09";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2016.html"
"1158";"Finegan";"Owen";"Leinster";"06/07";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_2019.html"
"1159";"Horua";"Tamaiti";"Ulster";"09/10";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_2026.html"
"1160";"Norton-Knight";"Sam";"Cardiff Blues";"09/10";"Pays de Galles";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_2027.html"
"1161";"Hewett";"David";"Edinburgh Rugby";"05/06";"Ecosse";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2029.html"
"1162";"Tipoki";"Rua";"Munster";"07/08";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2030.html"
"1163";"McDonald";"Angus";"Glasgow Warriors";"12/13";"Ecosse";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2033.html"
"1164";"Manu";"Deacon";"Scarlets";"06/07";"Pays de Galles";"Rabodirect PRO12";"Fidji";"http://www.itsrugby.fr/joueur_2036.html"
"1165";"Afoa";"John";"Ulster";"11/12";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2041.html"
"1166";"Rush";"Xavier";"Cardiff Blues";"05/06";"Pays de Galles";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2043.html"
"1167";"Tuitupou";"Sam";"Munster";"10/11";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2046.html"
"1168";"Nacewa";"Isakeli";"Leinster";"08/09";"Irlande";"Rabodirect PRO12";"Fidji";"http://www.itsrugby.fr/joueur_2047.html"
"1169";"Williams";"Nick";"Munster";"08/09";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2052.html"
"1170";"Blair";"Ben";"Cardiff Blues";"06/07";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2057.html"
"1171";"Harrison";"Justin";"Ulster";"05/06";"Irlande";"Ligue Celtique";"Australie";"http://www.itsrugby.fr/joueur_2059.html"
"1172";"Berne";"Shaun";"Leinster";"09/10";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_2063.html"
"1173";"O'Young";"Chris";"Glasgow Warriors";"07/08";"Ecosse";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_2069.html"
"1174";"Botha";"Brendon";"Ulster";"08/09";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2094.html"
"1175";"Halstead";"Trevor";"Munster";"05/06";"Irlande";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2103.html"
"1176";"Pienaar";"Ruan";"Ulster";"10/11";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2106.html"
"1177";"Le Roux";"Ollie";"Leinster";"07/08";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2132.html"
"1178";"Wannenburg";"Pedrie";"Ulster";"10/11";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2155.html"
"1179";"Clarke";"Craig";"Connacht";"13/14";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2197.html"
"1180";"Donnelly";"Tim";"Connacht";"07/08";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_2201.html"
"1181";"Triggs";"Hayden";"Leinster";"15/16";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2213.html"
"1182";"Muller";"Johan";"Ulster";"10/11";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2286.html"
"1183";"Venter";"Christopher (Frik)";"Connacht";"05/06";"Irlande";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2291.html"
"1184";"Benjamin";"Ryno";"Cheetahs";"17/18";"Afrique du Sud";"Guinness PRO14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2307.html"
"1185";"du Preez";"Wian Hunter";"Munster";"09/10";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2328.html"
"1186";"Vermaak";"Bian";"Benetton Rugby Treviso";"10/11";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2331.html"
"1187";"de Waal";"Willem";"Benetton Rugby Treviso";"10/11";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2333.html"
"1188";"Halaufia";"Christopher";"Scarlets";"14/15";"Pays de Galles";"Rabodirect PRO12";"Tonga";"http://www.itsrugby.fr/joueur_2352.html"
"1189";"Satala";"Apolosi";"Edinburgh Rugby";"05/06";"Ecosse";"Ligue Celtique";"Fidji";"http://www.itsrugby.fr/joueur_2362.html"
"1190";"Krause";"Gareth";"Aironi";"10/11";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2369.html"
"1191";"Viljoen";"Frans";"Aironi";"11/12";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2370.html"
"1192";"Bock";"Alshaun";"Southern Kings";"17/18";"Afrique du Sud";"Guinness PRO14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2372.html"
"1193";"Reynecke";"Ethienne ";"Connacht";"11/12";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2382.html"
"1194";"Van der Merwe";"Franco";"Ulster";"14/15";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2425.html"
"1195";"Olivier";"Ignatius Petrus";"Aironi";"11/12";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2430.html"
"1196";"Collins";"Michael";"Glasgow Warriors";"07/08";"Ecosse";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2447.html"
"1197";"Morland";"Toby";"Munster";"09/10";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2451.html"
"1198";"Atiga";"Ben";"Edinburgh Rugby";"12/13";"Ecosse";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2514.html"
"1199";"Meyer";"Ben";"Edinburgh Rugby";"07/08";"Ecosse";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2515.html"
"1200";"Ta'auso";"Niva";"Connacht";"08/09";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2516.html"
"1201";"Williams";"Bryce";"Leinster";"05/06";"Irlande";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2519.html"
"1202";"Williams";"Gavin ";"Connacht";"05/06";"Irlande";"Ligue Celtique";"Samoa";"http://www.itsrugby.fr/joueur_2521.html"
"1203";"Burgess";"Luke";"Zebre";"15/16";"Italie";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_2532.html"
"1204";"Senio";"John";"Edinburgh Rugby";"06/07";"Ecosse";"Rabodirect PRO12";"Samoa";"http://www.itsrugby.fr/joueur_2534.html"
"1205";"Van Rensburg";"Shaw";"Newport Gwent Dragons";"05/06";"Pays de Galles";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2591.html"
"1206";"Demas";"Danwel";"Aironi";"10/11";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2597.html"
"1207";"Thorn";"Brad";"Leinster";"11/12";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_2638.html"
"1208";"Afeaki";"Inoke ";"Scarlets";"05/06";"Pays de Galles";"Ligue Celtique";"Tonga";"http://www.itsrugby.fr/joueur_2727.html"
"1209";"Roux";"Jacobus Stephanus";"Benetton Rugby Treviso";"12/13";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2874.html"
"1210";"Sykes";"Steven";"Leinster";"11/12";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2883.html"
"1211";"Daniller";"Hendrik Joseph";"Zebre";"14/15";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_2944.html"
"1212";"Lemi";"David";"Glasgow Warriors";"11/12";"Ecosse";"Rabodirect PRO12";"Samoa";"http://www.itsrugby.fr/joueur_2955.html"
"1213";"Stankovich";"Boris";"Newport Gwent Dragons";"14/15";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3252.html"
"1214";"Pitout";"Anthon";"Munster";"05/06";"Irlande";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_3386.html"
"1215";"Lomu";"Jonah";"Cardiff Blues";"05/06";"Pays de Galles";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3406.html"
"1216";"Duley";"David";"Edinburgh Rugby";"05/06";"Ecosse";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3439.html"
"1217";"Duley";"David";"Scarlets";"05/06";"Pays de Galles";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3439.html"
"1218";"Stewart";"Shane";"Ulster";"05/06";"Irlande";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3442.html"
"1219";"Manning";"Jeremy";"Munster";"05/06";"Irlande";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3466.html"
"1220";"Warner";"Christian";"Leinster";"05/06";"Irlande";"Ligue Celtique";"Australie";"http://www.itsrugby.fr/joueur_3478.html"
"1221";"Jorgensen";"Peter";"Edinburgh Rugby";"05/06";"Ecosse";"Ligue Celtique";"Australie";"http://www.itsrugby.fr/joueur_3507.html"
"1222";"McLaughlin";"Eddie";"Glasgow Warriors";"05/06";"Ecosse";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3524.html"
"1223";"Staniforth";"Graydon";"Glasgow Warriors";"05/06";"Ecosse";"Ligue Celtique";"Australie";"http://www.itsrugby.fr/joueur_3526.html"
"1224";"Gallagher";"Andrew";"Connacht";"05/06";"Irlande";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3535.html"
"1225";"Knoop";"Stephen";"Connacht";"05/06";"Irlande";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_3540.html"
"1226";"Warwick";"Paul";"Connacht";"05/06";"Irlande";"Ligue Celtique";"Australie";"http://www.itsrugby.fr/joueur_3559.html"
"1227";"Hore";"Charlie";"Border Reivers";"05/06";"Ecosse";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3566.html"
"1228";"Karauna";"Damian";"Ospreys";"05/06";"Pays de Galles";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3587.html"
"1229";"Strauss";"Andries Jacobus";"Edinburgh Rugby";"13/14";"Ecosse";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_3623.html"
"1230";"Jowitt";"Cameron";"Leinster";"05/06";"Irlande";"Ligue Celtique";"Samoa";"http://www.itsrugby.fr/joueur_3655.html"
"1231";"Mailei";"Andrew";"Connacht";"05/06";"Irlande";"Ligue Celtique";"Tonga";"http://www.itsrugby.fr/joueur_3719.html"
"1232";"Ratuvou";"Kameli";"Zebre";"13/14";"Italie";"Rabodirect PRO12";"Fidji";"http://www.itsrugby.fr/joueur_3844.html"
"1233";"Luveitasau";"Mosese";"Cardiff Blues";"06/07";"Pays de Galles";"Rabodirect PRO12";"Fidji";"http://www.itsrugby.fr/joueur_3845.html"
"1234";"Fa'amatuainu";"Jonathon";"Scarlets";"10/11";"Pays de Galles";"Rabodirect PRO12";"Samoa";"http://www.itsrugby.fr/joueur_3860.html"
"1235";"Tuilagi";"Anitelea";"Newport Gwent Dragons";"11/12";"Pays de Galles";"Rabodirect PRO12";"Samoa";"http://www.itsrugby.fr/joueur_3862.html"
"1236";"Masaga";"Lelia";"Glasgow Warriors";"17/18";"Ecosse";"Guinness PRO14";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3977.html"
"1237";"Willis";"Tom";"Newport Gwent Dragons";"08/09";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3979.html"
"1238";"Smylie";"Chris";"Benetton Rugby Treviso";"15/16";"Italie";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_3981.html"
"1239";"Ma'afu";"Salesi";"Cardiff Blues";"15/16";"Pays de Galles";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_3985.html"
"1240";"White";"Ben";"Cardiff Blues";"06/07";"Pays de Galles";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_3987.html"
"1241";"La Grange";"Gideon (Doppies)";"Benetton Rugby Treviso";"12/13";"Italie";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4525.html"
"1242";"Leonard";"Brendon";"Zebre";"13/14";"Italie";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4561.html"
"1243";"Naoupu";"George";"Connacht";"09/10";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4571.html"
"1244";"Paringatai";"Jake";"Munster";"07/08";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_4576.html"
"1245";"Van der Merwe";"Hendrik Schalk";"Leinster";"10/11";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_4657.html"
"1246";"Halangahu";"Daniel";"Zebre";"12/13";"Italie";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_4675.html"
"1247";"Lealiifano";"Christian";"Ulster";"17/18";"Irlande";"Guinness PRO14";"Australie";"http://www.itsrugby.fr/joueur_4905.html"
"1248";"Coman";"Michael";"Edinburgh Rugby";"13/14";"Ecosse";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5073.html"
"1249";"Kruger";"Werner";"Scarlets";"16/17";"Pays de Galles";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5305.html"
"1250";"Bibo";"Liam";"Connacht";"08/09";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_5322.html"
"1251";"Paterson";"Michael";"Cardiff Blues";"10/11";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5333.html"
"1252";"Nikora";"Miah";"Connacht";"09/10";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5339.html"
"1253";"Ranuku Kenatale";"Nemia Serelevu";"Glasgow Warriors";"16/17";"Ecosse";"Rabodirect PRO12";"Fidji";"http://www.itsrugby.fr/joueur_5447.html"
"1254";"Talei";"Netani";"Edinburgh Rugby";"10/11";"Ecosse";"Rabodirect PRO12";"Fidji";"http://www.itsrugby.fr/joueur_5501.html"
"1255";"Ferreira";"Schalk";"Southern Kings";"17/18";"Afrique du Sud";"Guinness PRO14";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5520.html"
"1256";"Kirchner";"Zane";"Leinster";"13/14";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5522.html"
"1257";"Ludik";"Louis";"Ulster";"14/15";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5532.html"
"1258";"Mujati";"Brian";"Ospreys";"16/17";"Pays de Galles";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5536.html"
"1259";"Pretorius";"Sarel";"Newport Gwent Dragons";"15/16";"Pays de Galles";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5541.html"
"1260";"Bezuidenhout";"Carl";"Edinburgh Rugby";"13/14";"Ecosse";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5546.html"
"1261";"Harris";"Juan Brok";"Newport Gwent Dragons";"14/15";"Pays de Galles";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5560.html"
"1262";"Deysel";"Jean Roy";"Munster";"16/17";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5563.html"
"1263";"Newland";"Clint";"Leinster";"10/11";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5688.html"
"1264";"Berquist";"Matt";"Leinster";"11/12";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5699.html"
"1265";"Hoeata";"Jarrad";"Cardiff Blues";"14/15";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5722.html"
"1266";"Tagicakibau";"Michael";"Scarlets";"14/15";"Pays de Galles";"Rabodirect PRO12";"Fidji";"http://www.itsrugby.fr/joueur_5724.html"
"1267";"Vermaas";"Harry";"Leinster";"06/07";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_5737.html"
"1268";"Hall";"Nigel";"Newport Gwent Dragons";"08/09";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5749.html"
"1269";"Tiatia";"Filo";"Ospreys";"06/07";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5751.html"
"1270";"Fitisemanu";"Nic";"Newport Gwent Dragons";"06/07";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_5753.html"
